1475434769446,5d3e46c5766e9bd2,insert,1,'V'
1475434769446,5d3e46c5766e9bd2,insert,2,'isual'
1475434770667,5d3e46c5766e9bd2,insert,7,'izac'
1475434771527,5d3e46c5766e9bd2,insert,11,'ión de'
1475434772140,5d3e46c5766e9bd2,insert,17,' Docum'
1475434773410,5d3e46c5766e9bd2,insert,23,'entos'
1475434774845,5d3e46c5766e9bd2,insert,28,' '
1475434776036,5d3e46c5766e9bd2,delete,28,28
1475434777236,5d3e46c5766e9bd2,insert,28,' en ver'
1475434777989,5d3e46c5766e9bd2,insert,35,'sionamiento'
1475434782021,5d3e46c5766e9bd2,delete,32,32
1475434783062,5d3e46c5766e9bd2,insert,32,'V'
1475434795703,5d3e46c5766e9bd2,insert,46,'\n'
1475434800858,5d3e46c5766e9bd2,insert,47,'\n'
1475434802579,5d3e46c5766e9bd2,insert,48,'I'
1475434802579,5d3e46c5766e9bd2,insert,49,'gn'
1475434803022,5d3e46c5766e9bd2,insert,51,'acio P'
1475434804272,5d3e46c5766e9bd2,insert,57,'ére'
1475434804642,5d3e46c5766e9bd2,insert,60,'z\n'
1475434806041,5d3e46c5766e9bd2,insert,62,'\n'
1475434811410,5d3e46c5766e9bd2,insert,63,'I'
1475434812615,5d3e46c5766e9bd2,delete,63,63
1475434817185,5d3e46c5766e9bd2,insert,63,'M'
1475434817185,5d3e46c5766e9bd2,insert,64,'otivació'
1475434818450,5d3e46c5766e9bd2,insert,72,'n\n'
1475434949863,5d3e46c5766e9bd2,insert,74,'1'
1475434951478,5d3e46c5766e9bd2,delete,74,74
1475435029732,5d3e46c5766e9bd2,insert,74,'D'
1475435029732,5d3e46c5766e9bd2,insert,75,'es'
1475435030781,5d3e46c5766e9bd2,insert,77,'de '
1475435032494,5d3e46c5766e9bd2,insert,80,'la '
1475435034206,5d3e46c5766e9bd2,insert,83,'in'
1475435035491,5d3e46c5766e9bd2,insert,85,'trducci'
1475435036766,5d3e46c5766e9bd2,delete,91,91
1475435036766,5d3e46c5766e9bd2,delete,90,90
1475435036766,5d3e46c5766e9bd2,delete,89,89
1475435036766,5d3e46c5766e9bd2,delete,88,88
1475435037299,5d3e46c5766e9bd2,delete,87,87
1475435037299,5d3e46c5766e9bd2,insert,87,'oducci'
1475435038729,5d3e46c5766e9bd2,insert,93,'´n '
1475435039315,5d3e46c5766e9bd2,delete,95,95
1475435039315,5d3e46c5766e9bd2,delete,94,94
1475435039315,5d3e46c5766e9bd2,delete,93,93
1475435039715,5d3e46c5766e9bd2,insert,93,'ón '
1475435040867,5d3e46c5766e9bd2,insert,96,'de'
1475435042056,5d3e46c5766e9bd2,insert,98,' '
1475435042518,5d3e46c5766e9bd2,insert,99,'los copmutad'
1475435043898,5d3e46c5766e9bd2,insert,111,'ro'
1475435044331,5d3e46c5766e9bd2,delete,112,112
1475435044331,5d3e46c5766e9bd2,delete,111,111
1475435044331,5d3e46c5766e9bd2,insert,111,'ores'
1475435044863,5d3e46c5766e9bd2,insert,115,' y'
1475435045765,5d3e46c5766e9bd2,insert,117,' los'
1475435046299,5d3e46c5766e9bd2,insert,121,' proe'
1475435047248,5d3e46c5766e9bd2,delete,125,125
1475435050499,5d3e46c5766e9bd2,delete,105,106
1475435050499,5d3e46c5766e9bd2,insert,105,'mp'
1475435053585,5d3e46c5766e9bd2,insert,125,'ce'
1475435053981,5d3e46c5766e9bd2,insert,127,'sad'
1475435054465,5d3e46c5766e9bd2,insert,130,'ores'
1475435055851,5d3e46c5766e9bd2,insert,134,' de '
1475435056429,5d3e46c5766e9bd2,insert,138,'tec'
1475435056913,5d3e46c5766e9bd2,delete,140,140
1475435056913,5d3e46c5766e9bd2,insert,140,'x'
1475435058145,5d3e46c5766e9bd2,insert,141,'to'
1475435058663,5d3e46c5766e9bd2,insert,143,' a l'
1475435059161,5d3e46c5766e9bd2,insert,147,'a v'
1475435060504,5d3e46c5766e9bd2,insert,150,'ida '
1475435061083,5d3e46c5766e9bd2,insert,154,'cotidia'
1475435061680,5d3e46c5766e9bd2,insert,161,'na'
1475435072016,5d3e46c5766e9bd2,insert,163,','
1475435073784,5d3e46c5766e9bd2,insert,164,' '
1475435075719,5d3e46c5766e9bd2,insert,165,'las'
1475435077559,5d3e46c5766e9bd2,delete,167,167
1475435077559,5d3e46c5766e9bd2,delete,166,166
1475435078787,5d3e46c5766e9bd2,insert,166,'as reg'
1475435079925,5d3e46c5766e9bd2,insert,172,'las de '
1475435080503,5d3e46c5766e9bd2,delete,178,178
1475435080503,5d3e46c5766e9bd2,insert,178,'l '
1475435081036,5d3e46c5766e9bd2,insert,180,'ju'
1475435082343,5d3e46c5766e9bd2,insert,182,'ego'
1475435084618,5d3e46c5766e9bd2,insert,185,'en '
1475435084992,5d3e46c5766e9bd2,insert,188,'l'
1475435085615,5d3e46c5766e9bd2,delete,188,188
1475435085615,5d3e46c5766e9bd2,delete,187,187
1475435085615,5d3e46c5766e9bd2,delete,186,186
1475435085999,5d3e46c5766e9bd2,delete,185,185
1475435085999,5d3e46c5766e9bd2,insert,185,' '
1475435087366,5d3e46c5766e9bd2,insert,186,'en l'
1475435087836,5d3e46c5766e9bd2,insert,190,'o que se r'
1475435088283,5d3e46c5766e9bd2,insert,200,'efier'
1475435088773,5d3e46c5766e9bd2,insert,205,'e '
1475435090223,5d3e46c5766e9bd2,insert,207,'a'
1475435090862,5d3e46c5766e9bd2,insert,208,' escribi'
1475435092105,5d3e46c5766e9bd2,insert,216,'r'
1475435099377,5d3e46c5766e9bd2,insert,217,','
1475435100726,5d3e46c5766e9bd2,insert,218,' p'
1475435101031,5d3e46c5766e9bd2,insert,220,'roducir '
1475435102445,5d3e46c5766e9bd2,insert,228,'d'
1475435102881,5d3e46c5766e9bd2,insert,229,'ocuemtno'
1475435103610,5d3e46c5766e9bd2,delete,236,236
1475435103904,5d3e46c5766e9bd2,delete,235,235
1475435104544,5d3e46c5766e9bd2,delete,234,234
1475435104544,5d3e46c5766e9bd2,delete,233,233
1475435107379,5d3e46c5766e9bd2,delete,232,232
1475435107754,5d3e46c5766e9bd2,delete,231,231
1475435107754,5d3e46c5766e9bd2,delete,230,230
1475435107754,5d3e46c5766e9bd2,delete,229,229
1475435107754,5d3e46c5766e9bd2,delete,228,228
1475435107754,5d3e46c5766e9bd2,delete,227,227
1475435107754,5d3e46c5766e9bd2,delete,226,226
1475435107754,5d3e46c5766e9bd2,delete,225,225
1475435107754,5d3e46c5766e9bd2,delete,224,224
1475435107754,5d3e46c5766e9bd2,delete,223,223
1475435107754,5d3e46c5766e9bd2,delete,222,222
1475435107754,5d3e46c5766e9bd2,delete,221,221
1475435107754,5d3e46c5766e9bd2,delete,220,220
1475435108450,5d3e46c5766e9bd2,delete,219,219
1475435109277,5d3e46c5766e9bd2,insert,219,'a '
1475435109589,5d3e46c5766e9bd2,insert,221,'la'
1475435110227,5d3e46c5766e9bd2,insert,223,' prod'
1475435110672,5d3e46c5766e9bd2,insert,228,'uc'
1475435111255,5d3e46c5766e9bd2,insert,230,'ció'
1475435112423,5d3e46c5766e9bd2,insert,233,'n d'
1475435113036,5d3e46c5766e9bd2,insert,236,'e doc'
1475435114210,5d3e46c5766e9bd2,insert,241,'umen'
1475435115456,5d3e46c5766e9bd2,insert,245,'tos,'
1475435115729,5d3e46c5766e9bd2,delete,248,248
1475435115729,5d3e46c5766e9bd2,insert,248,','
1475435119774,5d3e46c5766e9bd2,insert,249,' h'
1475435120232,5d3e46c5766e9bd2,insert,251,'an '
1475435120708,5d3e46c5766e9bd2,insert,254,'ca'
1475435121090,5d3e46c5766e9bd2,insert,256,'mb'
1475435121657,5d3e46c5766e9bd2,insert,258,'ian'
1475435122214,5d3e46c5766e9bd2,delete,260,260
1475435122214,5d3e46c5766e9bd2,insert,260,'d'
1475435122573,5d3e46c5766e9bd2,insert,261,'o '
1475435123295,5d3e46c5766e9bd2,insert,263,'ra'
1475435123792,5d3e46c5766e9bd2,insert,265,'di'
1475435124235,5d3e46c5766e9bd2,insert,267,'calem'
1475435125081,5d3e46c5766e9bd2,delete,271,271
1475435125081,5d3e46c5766e9bd2,delete,270,270
1475435125395,5d3e46c5766e9bd2,insert,270,'ment'
1475435125829,5d3e46c5766e9bd2,insert,274,'e'
1475435126455,5d3e46c5766e9bd2,insert,275,'. '
1475435128299,5d3e46c5766e9bd2,delete,276,276
1475435208627,5d3e46c5766e9bd2,delete,207,218
1475435210758,5d3e46c5766e9bd2,insert,236,' '
1475435211209,5d3e46c5766e9bd2,insert,237,'exc'
1475435212738,5d3e46c5766e9bd2,insert,240,'rit'
1475435213199,5d3e46c5766e9bd2,delete,242,242
1475435213199,5d3e46c5766e9bd2,delete,241,241
1475435213199,5d3e46c5766e9bd2,delete,240,240
1475435213199,5d3e46c5766e9bd2,delete,239,239
1475435214418,5d3e46c5766e9bd2,delete,238,238
1475435214842,5d3e46c5766e9bd2,insert,238,'scritos'
1475435222361,5d3e46c5766e9bd2,insert,185,','
1475435230619,5d3e46c5766e9bd2,delete,185,185
1475435232975,5d3e46c5766e9bd2,delete,245,245
1475435255710,5d3e46c5766e9bd2,insert,272,' '
1475435256136,5d3e46c5766e9bd2,insert,273,'Al'
1475435256695,5d3e46c5766e9bd2,insert,275,' '
1475435257167,5d3e46c5766e9bd2,insert,276,'hacer'
1475435257604,5d3e46c5766e9bd2,insert,281,' pos'
1475435258302,5d3e46c5766e9bd2,insert,285,'i'
1475435258795,5d3e46c5766e9bd2,insert,286,'ble '
1475435259910,5d3e46c5766e9bd2,insert,290,'la '
1475435260888,5d3e46c5766e9bd2,insert,293,'bo'
1475435261771,5d3e46c5766e9bd2,insert,295,'r'
1475435262221,5d3e46c5766e9bd2,insert,296,'ra'
1475435262736,5d3e46c5766e9bd2,insert,298,'dura '
1475435266539,5d3e46c5766e9bd2,insert,303,'sin'
1475435266859,5d3e46c5766e9bd2,insert,306,' '
1475435267409,5d3e46c5766e9bd2,insert,307,'rast'
1475435267876,5d3e46c5766e9bd2,insert,311,'ro'
1475435286804,5d3e46c5766e9bd2,insert,303,'()'
1475435288390,5d3e46c5766e9bd2,insert,305,' '
1475435316763,5d3e46c5766e9bd2,insert,304,'d'
1475435316763,5d3e46c5766e9bd2,insert,305,'e'
1475435317415,5d3e46c5766e9bd2,insert,306,'le'
1475435319200,5d3e46c5766e9bd2,insert,308,'top'
1475435319642,5d3e46c5766e9bd2,delete,310,310
1475435319642,5d3e46c5766e9bd2,delete,309,309
1475435321338,5d3e46c5766e9bd2,delete,308,308
1475435321338,5d3e46c5766e9bd2,delete,307,307
1475435322572,5d3e46c5766e9bd2,delete,306,306
1475435322931,5d3e46c5766e9bd2,delete,305,305
1475435322931,5d3e46c5766e9bd2,delete,304,304
1475435322931,5d3e46c5766e9bd2,delete,303,303
1475435322931,5d3e46c5766e9bd2,delete,302,302
1475435323741,5d3e46c5766e9bd2,delete,302,302
1475435325245,5d3e46c5766e9bd2,insert,313,' ('
1475435328232,5d3e46c5766e9bd2,insert,315,'D'
1475435328232,5d3e46c5766e9bd2,insert,316,'e'
1475435329378,5d3e46c5766e9bd2,delete,316,316
1475435329378,5d3e46c5766e9bd2,delete,315,315
1475435329670,5d3e46c5766e9bd2,insert,315,'d'
1475435329670,5d3e46c5766e9bd2,insert,316,'e'
1475435330155,5d3e46c5766e9bd2,insert,317,'lei'
1475435331699,5d3e46c5766e9bd2,delete,319,319
1475435331699,5d3e46c5766e9bd2,insert,319,'t'
1475435332043,5d3e46c5766e9bd2,insert,320,'ion'
1475435332507,5d3e46c5766e9bd2,insert,323,')'
1475435355845,5d3e46c5766e9bd2,insert,324,','
1475435356251,5d3e46c5766e9bd2,insert,325,'l'
1475435356749,5d3e46c5766e9bd2,delete,325,325
1475435357222,5d3e46c5766e9bd2,insert,325,' la '
1475435357915,5d3e46c5766e9bd2,insert,329,'bo'
1475435358192,5d3e46c5766e9bd2,insert,331,'rr'
1475435358477,5d3e46c5766e9bd2,insert,333,'a'
1475435359293,5d3e46c5766e9bd2,insert,334,'d'
1475435360436,5d3e46c5766e9bd2,delete,334,334
1475435360436,5d3e46c5766e9bd2,delete,333,333
1475435360436,5d3e46c5766e9bd2,delete,332,332
1475435360949,5d3e46c5766e9bd2,delete,331,331
1475435360949,5d3e46c5766e9bd2,delete,330,330
1475435361430,5d3e46c5766e9bd2,delete,329,329
1475435361430,5d3e46c5766e9bd2,delete,328,328
1475435361430,5d3e46c5766e9bd2,delete,327,327
1475435361722,5d3e46c5766e9bd2,delete,326,326
1475435362219,5d3e46c5766e9bd2,insert,326,'invi'
1475435362627,5d3e46c5766e9bd2,insert,330,'si'
1475435363154,5d3e46c5766e9bd2,insert,332,'ble '
1475435364376,5d3e46c5766e9bd2,insert,336,'y a'
1475435364660,5d3e46c5766e9bd2,insert,339,' la'
1475435365187,5d3e46c5766e9bd2,insert,342,' ve'
1475435365690,5d3e46c5766e9bd2,insert,345,'z re'
1475435366370,5d3e46c5766e9bd2,insert,349,'versi'
1475435366833,5d3e46c5766e9bd2,insert,354,'ble'
1475435367371,5d3e46c5766e9bd2,insert,357,','
1475435367809,5d3e46c5766e9bd2,insert,358,' se'
1475435368329,5d3e46c5766e9bd2,insert,361,' ha '
1475435368936,5d3e46c5766e9bd2,insert,365,'el'
1475435369425,5d3e46c5766e9bd2,insert,367,'imi'
1475435369876,5d3e46c5766e9bd2,insert,370,'nad'
1475435370320,5d3e46c5766e9bd2,insert,373,'o l'
1475435370787,5d3e46c5766e9bd2,insert,376,'a '
1475435371093,5d3e46c5766e9bd2,insert,378,'b'
1475435371598,5d3e46c5766e9bd2,insert,379,'orra'
1475435372239,5d3e46c5766e9bd2,insert,383,'du'
1475435372580,5d3e46c5766e9bd2,insert,385,'ra'
1475435385663,5d3e46c5766e9bd2,delete,365,386
1475435385663,5d3e46c5766e9bd2,insert,365,'con'
1475435386587,5d3e46c5766e9bd2,insert,368,'segui'
1475435386948,5d3e46c5766e9bd2,insert,373,'do '
1475435388467,5d3e46c5766e9bd2,insert,376,'eli'
1475435388872,5d3e46c5766e9bd2,insert,379,'minar la '
1475435389264,5d3e46c5766e9bd2,insert,388,'mism'
1475435389703,5d3e46c5766e9bd2,insert,392,'a '
1475435390473,5d3e46c5766e9bd2,insert,394,'bo'
1475435390788,5d3e46c5766e9bd2,insert,396,'rra'
1475435391291,5d3e46c5766e9bd2,insert,399,'dura.'
1475435391675,5d3e46c5766e9bd2,insert,404,' '
1475435392539,5d3e46c5766e9bd2,insert,405,'La'
1475435393025,5d3e46c5766e9bd2,insert,407,' ho'
1475435394627,5d3e46c5766e9bd2,insert,410,'ja '
1475435394978,5d3e46c5766e9bd2,insert,413,'siempre '
1475435396009,5d3e46c5766e9bd2,insert,421,'no'
1475435396462,5d3e46c5766e9bd2,insert,423,'s '
1475435396972,5d3e46c5766e9bd2,insert,425,'apa'
1475435397316,5d3e46c5766e9bd2,insert,428,'rec'
1475435397775,5d3e46c5766e9bd2,insert,431,'e '
1475435401568,5d3e46c5766e9bd2,delete,432,432
1475435402027,5d3e46c5766e9bd2,insert,432,' '
1475435402995,5d3e46c5766e9bd2,delete,432,432
1475435403494,5d3e46c5766e9bd2,delete,431,431
1475435403494,5d3e46c5766e9bd2,delete,430,430
1475435405508,5d3e46c5766e9bd2,delete,429,429
1475435415830,5d3e46c5766e9bd2,delete,428,428
1475435415830,5d3e46c5766e9bd2,delete,427,427
1475435415830,5d3e46c5766e9bd2,delete,426,426
1475435415830,5d3e46c5766e9bd2,delete,425,425
1475435415830,5d3e46c5766e9bd2,delete,424,424
1475435415830,5d3e46c5766e9bd2,delete,423,423
1475435415830,5d3e46c5766e9bd2,delete,422,422
1475435415830,5d3e46c5766e9bd2,delete,421,421
1475435415830,5d3e46c5766e9bd2,delete,420,420
1475435415830,5d3e46c5766e9bd2,delete,419,419
