1480444266565,insert,1,'B'
1480444267385,insert,2,'in'
1480444268554,delete,3,3
1480444269646,insert,3,'taco'
1480444270867,insert,7,'ra '
1480444284567,delete,1,9
1480444284567,insert,1,'S'
1480444285198,insert,2,'e'
1480444286423,insert,3,'ns'
1480444290873,insert,5,'or de '
1480444291380,insert,11,'metales '
1480444294905,insert,19,'pe'
1480444296038,insert,21,'sad'
1480444296608,insert,24,'os '
1480444378204,insert,27,'\n'
1480444379824,insert,28,'1. Concepción Proyecto (20%)\n- Título del proyecto\n- Breve resumen\n- Motivación y antecedentes generales\n- Objetivo\n'
1480444392905,delete,51,56
1480444393844,insert,51,'\n'
1480444402501,delete,52,72
1480444404119,delete,52,52
1480444407105,delete,54,60
1480444407105,insert,54,'R'
1480444635748,delete,53,53
1480444636764,delete,52,52
1480444636764,delete,51,51
1480444638205,insert,51,'\n'
1480444638205,insert,52,'-'
1480444638659,delete,52,52
1480444639169,delete,61,61
1480444639169,delete,60,60
1480444639662,delete,59,59
1480444640827,insert,59,'\n'
1480444642636,delete,97,97
1480444642636,delete,96,96
1480444643867,delete,95,95
1480444643867,insert,95,'\n'
1480444662256,insert,104,'\n'
1480444662760,insert,105,'\n'
1480444664484,insert,106,'2. Diseño del proyecto (60%)\n- Diagrama final estímulo-respuesta + interpretación\n- Diseño final del circuito genético + partes específicas seleccionadas + interpretación\n- Sistema de seguridad biológica (con circuito genético si amerita)\n- Modelación matemática (teórica y simulada) + interpretación\n- Estudio integral de los impactos (positivos y negativos) asociados a su proyecto, identificando los actores involucrados y las consecuencias para cada uno de ellos).\n\n3. Conclusiones y recomendaciones (15%)\n\n4. Formato (5%)\n- Se espera que su bitácora final sea clara, concisa y bien organizada.\n'
1480444693639,delete,129,134
1480444694088,insert,129,'\n'
1480444705328,delete,131,131
1480444706428,delete,130,130
1480444707697,delete,182,182
1480444707697,delete,181,181
1480444710306,delete,269,269
1480444710306,delete,268,268
1480444711690,delete,335,335
1480444711690,delete,334,334
1480444713559,delete,333,333
1480444714699,delete,332,332
1480444714699,insert,332,'\n'
1480444717234,delete,394,394
1480444717234,delete,393,393
1480444719446,delete,392,392
1480444719446,insert,392,'\n'
1480444723550,delete,593,599
1480444731019,delete,594,681
1480444808996,insert,164,'\n'
1480444812777,insert,216,'\n'
1480444844117,insert,300,'\n'
1480444856135,insert,378,'\n'
1480444891936,insert,358,'\n'
1480445064769,insert,59,'\n'
1480445144126,insert,399,'I'
1480445145019,insert,400,'n'
1480445146213,delete,400,400
1480445147142,insert,400,'mpa'
1480445148058,insert,403,'ct'
1480445148470,insert,405,'os'
1480445148977,insert,407,' \n'
1480445567962,insert,96,'\n'
1480445848830,insert,97,'A'
1480445849554,insert,98,'ct'
1480445850757,insert,100,'ia'
1480445852060,delete,101,101
1480445852060,delete,100,100
1480445852060,insert,100,'uale'
1480445853224,delete,103,103
1480445854547,insert,103,'mente '
1480445860467,delete,108,108
1480445861770,insert,108,', '
1480445862095,insert,110,'Sa'
1480445862554,insert,112,'n'
1480445863785,insert,113,'ti'
1480445864741,insert,115,'ago '
1480445865855,insert,119,'es '
1480445866953,insert,122,'una '
1480445867546,insert,126,'d'
1480445867975,insert,127,'e '
1480445868434,insert,129,'la'
1480445869592,insert,131,'s '
1480445913530,insert,133,'c'
1480445914937,insert,134,'iudade'
1480445915589,insert,140,'s má'
1480445916167,insert,144,'s '
1480445917281,insert,146,'con'
1480445917692,insert,149,'tamina'
1480445918537,insert,155,'das '
1480446110595,insert,159,'del'
1480446111777,insert,162,' '
1480446112979,insert,163,'mun'
1480446114051,insert,166,'do '
1480446216316,insert,682,'\n'
1480446217398,insert,683,'B'
1480446218868,insert,684,'i'
1480446219920,insert,685,'bl'
1480446220381,insert,687,'o'
1480446221771,insert,688,'gr'
1480446222920,insert,690,'afia '
1480446223671,insert,695,'\n'
1480446226059,delete,683,693
1480446226059,insert,683,'Bibliografía'
1480446226841,insert,695,'\n'
1480446227808,insert,696,'http://www.plataformaurbana.cl/archive/2014/08/04/las-ciudades-mas-contaminadas-del-mundo-segun-la-oms-2014/'
1480446236041,insert,696,'['
1480446236041,insert,697,']'
1480446237602,insert,698,' '
1480446239264,delete,698,698
1480446241380,insert,697,'1'
1480447002083,delete,97,168
1480447149106,insert,627,'\n'
1480447151553,delete,628,736
1480447152032,delete,627,627
1480447152679,insert,627,'http://hera.ugr.es/tesisugr/1542649x.pdf'
1480447186037,insert,97,'E'
1480447186741,insert,98,'n los'
1480447187188,insert,103,' e'
1480447188313,insert,105,'c'
1480447188857,insert,106,'osiste'
1480447189246,insert,112,'mas'
1480447190403,insert,115,' '
1480447191324,insert,116,'a'
1480447191660,insert,117,'c'
1480447192803,insert,118,'ua'
1480447193255,insert,120,'ticos'
1480447193727,insert,125,' '
1480447197273,delete,116,124
1480447197273,insert,116,'acuáticos'
1480447433299,insert,125,' '
1480447436665,insert,126,'e'
1480447436978,insert,127,'x'
1480447437509,insert,128,'is'
1480447438547,insert,130,'te'
1480447439688,insert,132,'n '
1480447465909,insert,134,'io'
1480447466305,insert,136,'nes '
1480447488211,insert,134,'un'
1480447489287,insert,136,'a '
1480447490420,insert,138,'comp'
1480447491534,insert,142,'osic'
1480447492533,insert,146,'ió'
1480447493745,insert,148,'n '
1480447494128,insert,150,'natu'
1480447494690,insert,154,'ral'
1480447495716,insert,157,' '
1480447496142,insert,158,'dd'
1480447497236,delete,159,159
1480447497236,insert,159,'e'
1480447498240,insert,160,' '
1480447500001,delete,167,167
1480447501075,insert,167,'me'
1480447502391,insert,169,'ta'
1480447503356,insert,171,'licoa'
1480447503961,delete,175,175
1480447503961,insert,175,'s '
1480447507220,delete,167,175
1480447507220,insert,167,'metálicos'
1480447523917,delete,100,103
1480447529379,insert,122,'y '
1480447529848,insert,124,'ter'
1480447530164,insert,127,'re'
1480447530649,insert,129,'st'
1480447531274,insert,131,'res '
1480447534662,delete,141,141
1480447545723,insert,185,'qu'
1480447546178,insert,187,'e '
1480447546654,insert,189,'pe'
1480447547098,insert,191,'r'
1480447547598,insert,192,'mi'
1480447548154,insert,194,'te'
1480447548803,insert,196,'n '
1480447557865,insert,198,'el'
1480447558903,insert,200,' '
1480447559240,insert,201,'desa'
1480447560720,insert,205,'rr'
1480447561152,insert,207,'oll'
1480447562388,insert,210,'o'
1480447562841,insert,211,' de la '
1480447563544,insert,218,'v'
1480447564014,insert,219,'ida'
1480447564980,insert,222,' '
1480447570998,insert,223,'\n'
1480447572819,delete,222,222
1480447574172,insert,222,', '
1480447574457,insert,224,'sin e'
1480447575905,insert,229,'m'
1480447576374,insert,230,'bargo'
1480447577340,insert,235,', a'
1480447577794,insert,238,' '
1480447578221,insert,239,'tra'
1480447579349,insert,242,'v'
1480447579709,insert,243,'pes d'
1480447580230,delete,247,247
1480447580230,delete,246,246
1480447580230,delete,245,245
1480447580230,delete,244,244
1480447581072,delete,243,243
1480447582210,insert,243,'és'
1480447582604,insert,245,' del '
1480447583030,insert,250,'t'
1480447583426,insert,251,'ie'
1480447583939,insert,253,'mpo'
1480447584357,insert,256,' '
1480447584902,insert,257,'es'
1480447585950,insert,259,'t'
1480447587087,insert,260,'á '
1480447588307,insert,262,'comp'
1480447589107,insert,266,'oci'
1480447589476,insert,269,'ci'
1480447590046,insert,271,'ó'
1480447591337,insert,272,'n '
1480447591793,insert,274,'ha '
1480447592375,insert,277,'siod'
1480447592737,insert,281,' '
1480447593318,delete,281,281
1480447593318,delete,280,280
1480447593318,delete,279,279
1480447593741,insert,279,'d'
1480447594225,insert,280,'o '
1480447598944,insert,267,'s'
1480447599272,delete,268,268
1480447602632,delete,257,260
1480447602632,insert,257,'esta'
1480447606521,insert,282,'a'
1480447606836,insert,283,'fec'
1480447608365,insert,286,'tada'
1480447656214,insert,290,' '
1480447657761,insert,291,'y '
1480447658856,insert,293,'e'
1480447659346,insert,294,'n '
1480447660527,insert,296,'ma'
1480447661741,insert,298,'yor '
1480447662176,insert,302,'medi'
1480447662732,insert,306,'d'
1480447663742,insert,307,'a '
1480447664787,insert,309,'en el'
1480447665950,insert,314,' agua'
1480447666653,insert,319,' '
1480447747157,delete,237,255
1480447747157,insert,237,'la'
1480447747674,insert,239,' '
1480447776024,delete,239,239
1480447776024,delete,238,238
1480447778545,insert,238,'a'
1480447784450,delete,239,239
1480447784450,delete,239,239
1480447784942,delete,239,239
1480447784942,delete,239,239
1480447785337,delete,239,239
1480447801440,insert,251,' '
1480447803588,insert,252,'de'
1480447804713,insert,254,'l ag'
1480447805880,insert,258,'ua'
1480447808457,delete,278,280
1480447809214,insert,278,'e'
1480447811488,delete,293,304
1480447815095,insert,293,','
1480447815569,insert,294,' den'
1480447816321,delete,297,297
1480447817249,insert,297,'b'
1480447824462,insert,298,'d'
1480447825915,delete,298,298
1480447825915,insert,298,'ido a la acción '
1480447827515,insert,314,'h'
1480447828652,insert,315,'u'
1480447829159,delete,315,315
1480447829159,delete,314,314
1480447830372,delete,313,313
1480447830372,delete,312,312
1480447830372,delete,311,311
1480447831417,delete,310,310
1480447831417,delete,309,309
1480447831417,delete,308,308
1480447831417,delete,307,307
1480447831417,delete,306,306
1480447831417,delete,305,305
1480447832085,insert,305,'os e'
1480447832508,insert,309,'fect'
1480447832983,insert,313,'os de'
1480447833410,insert,318,' '
1480447833922,insert,319,'a'
1480447834541,insert,320,'cc'
1480447834960,insert,322,'ió'
1480447836375,insert,324,'n '
1480447837388,insert,326,'hu'
1480447838570,insert,328,'mana'
1480447839260,insert,332,', '
1480447840588,insert,334,'c'
1480447841017,insert,335,'omo la '
1480447843381,delete,224,224
1480447843381,delete,223,223
1480447843687,delete,222,222
1480447844278,insert,222,'.'
1480447844801,insert,223,' S'
1480447847353,insert,342,'MI'
1480447847683,insert,344,'NE'
1480447848519,insert,346,'R'
1480447849273,insert,347,'Í'
1480447852092,delete,342,348
1480447852092,insert,342,'m'
1480447853440,insert,343,'ine'
1480447853847,insert,346,'ría '
1480447909159,delete,349,349
1480447909862,insert,349,', '
1480447911018,insert,351,'los '
1480447911519,insert,355,'vert'
1480447912147,insert,359,'idos'
1480447913658,insert,363,' de'
1480447914085,insert,366,' aguas '
1480447915339,insert,373,'re'
1480447916286,insert,375,'siduy'
1480447917377,delete,379,379
1480447917893,insert,379,'ales '
1480447952198,insert,384,'o'
1480447952819,insert,385,' la'
1480447953167,insert,388,' '
1480447954104,delete,388,388
1480447954104,delete,387,387
1480447954971,insert,387,'os'
1480447956149,insert,389,' '
1480447957186,insert,390,'co'
1480447958184,insert,392,'n'
1480447958808,delete,392,392
1480447958808,delete,391,391
1480447959489,delete,390,390
1480447959489,delete,389,389
1480447959489,delete,388,388
1480447959896,delete,387,387
1480447961090,delete,386,386
1480447962058,insert,386,'por '
1480447962469,insert,390,'conta'
1480447963798,insert,395,'mi'
1480447964918,insert,397,'jna'
1480447966139,delete,399,399
1480447966139,delete,398,398
1480447966139,delete,397,397
1480447966139,insert,397,'ma'
1480447966551,delete,398,398
1480447966551,delete,397,397
1480447966551,insert,397,'na'
1480447967689,insert,399,'nte'
1480447968173,insert,402,'s del'
1480447969206,insert,407,' a'
1480447969638,insert,409,'ire q'
1480447970813,insert,414,'ue '
1480447971295,insert,417,'se d'
1480447972364,insert,421,'is'
1480447972699,insert,423,'ule'
1480447973105,insert,426,'ve'
1480447973580,insert,428,'n '
1480447979943,delete,420,428
1480447979943,insert,420,'disuelven'
1480447981561,insert,429,' '
1480447982405,insert,430,'r'
1480447982942,insert,431,'á'
1480447984498,delete,431,431
1480447984498,delete,430,430
1480447984902,insert,430,'fac'
1480447986156,insert,433,'ilem'
1480447986620,insert,437,'ente an'
1480447986964,insert,444,' '
1480447987735,delete,444,444
1480447987735,delete,443,443
1480447987735,delete,442,442
1480447988277,insert,442,'en'
1480447989384,insert,444,' ag'
1480447990071,insert,447,'ua '
1480447991900,delete,435,435
1480447992944,delete,449,449
1480447997577,delete,430,439
1480447997577,insert,430,'fácilmente'
1480447999190,delete,448,448
1480448000590,insert,448,'. '
1480448250789,insert,450,'\n'
1480448252383,insert,451,'L'
1480448253507,insert,452,'a com'
1480448258346,delete,456,456
1480448258649,insert,456,'n'
1480448259089,insert,457,'tam'
1480448260606,insert,460,'i'
