1461301041723,insert,1,'Estudio de contaminacion en cuerpo de agua'
1461301058702,insert,1,'\n'
1461301060692,delete,24,24
1461301062600,insert,24,'ó'
1461301065498,insert,1,'\n'
1461301076780,insert,3,'"'
1461301076780,delete,3,3
1461301076780,insert,3,'“'
1461301080202,delete,3,3
1461301104102,insert,1,'*'
1461301107206,delete,1,1
1461301187378,insert,2,'\n'
1461301189419,insert,3,'\n'
1461301197006,insert,4,'TA'
1461301198458,insert,6,'REA'
1461301198996,insert,9,' 1'
1461301206701,insert,11,':'
1461301215768,delete,12,12
1461301218697,insert,12,' '
1461301235273,delete,12,12
1461301236674,delete,11,11
1461301236940,insert,11,':'
1461301243466,insert,12,' '
1461301252336,delete,3,3
1461301253495,insert,3,'\n'
1461301253495,insert,4,'\n'
1461301254930,delete,25,25
1461301256457,delete,24,24
1461301257932,insert,24,' c'
1461301263862,insert,14,'\n'
1461301267110,delete,3,3
1461301280269,insert,3,'\n'
1461301280269,insert,57,'.'
1461301280269,insert,3,'\n'
1461301291893,delete,15,15
1461301293550,insert,15,'\n'
1461301449616,insert,59,'\n'
1461301450076,insert,60,'\n'
1461301450076,insert,61,'\n'
1461301450076,insert,62,'\n'
1461301450076,insert,63,'\n'
1461301450076,insert,64,'\n'
1461301450076,insert,65,'\n'
1461301450076,insert,66,'\n'
1461301451729,insert,67,'Int'
1461301453205,insert,70,'egrantes'
1461301454641,insert,78,':'
1461301456081,insert,79,'\n'
1461301456081,insert,80,'Pro'
1461301457557,insert,83,'fesor'
1461301459046,insert,88,':'
1461301460357,insert,89,'\n'
1461301463282,delete,65,65
1461301482207,insert,88,'\n'
1461301483583,insert,89,'Curs'
1461301484846,insert,93,'o:'
1461301485206,insert,95,' Es'
1461301486811,delete,97,97
1461301486811,insert,97,'c'
1461301488204,insert,98,'uaciones'
1461301489636,insert,106,' di'
1461301489943,insert,109,'ferencia'
1461301491441,insert,117,'les'
1461301491774,insert,120,' '
1461301493291,insert,121,'O'
1461301493664,delete,121,121
1461301493664,delete,120,120
1461301495956,insert,120,' O'
1461301496375,insert,122,'rdinarias'
1461301516306,insert,88,' '
1461301516585,insert,89,' Cristobal Quiñinao'
1461301536373,insert,66,'\n'
1461301536373,insert,67,'\n'
1461301537778,insert,68,'\n'
1461301537778,insert,69,'\n'
1461301537778,insert,70,'\n'
1461301539132,delete,70,70
1461301539132,delete,69,69
1461301540540,insert,69,'                       '
